IATA_Code,Airport,City
BLI,Bellingham International Airport,Marietta-Alderwood
BLJ,Batna Airport,Batna
BLK,Blackpool Airport,Great Marton
BLL,Billund Airport,Billund
BLM,Monmouth Executive Airport,Belmar
BLN,Benalla,Benalla
BLO,Blonduos,
BLP,Bellavista,Kelluyo
BLQ,Guglielmo Marconi Airport,Trebbo
BLR,Kempegowda International Airport,Devanhalli
BLS,Bollon,
BLT,Blackwater,Blackwater
BLU,Blue Canyon,Foresthill
BLV,Belleville,Lebanon
BLW,Bellows Field,Waimanalo Beach
BLX,Belluno,Belluno
BLY,Belmullet,Belmullet
BLZ,Chileka Airport,
BMA,Bromma Airport,Bromma
BMB,Bumba,Bumba
BMC,Brigham City,Brigham City
BMD,Belo,
BME,Broome Airport,
BMF,Bakouma,Bangassou
BMG,Bloomington,Bloomington
BMH,Bomai,
BMI,Central Illinois Regional Airport,Bloomington
BMJ,Baramita,
BMK,Borkum,Borkum
BML,Berlin Municipal Airport,
BMM,Bitam,
BMN,Bamerny,Al `Amadiyah
BMO,Bhamo,Bhamo
BMP,Brampton Island,
BMQ,Bamburi,
BMR,Baltrum,Baltrum
BMS,Brumado,Brumado
BMT,Beaumont Municipalcipal,Beaumont
BMU,Sultan Muhammad Salahuddin Airport,Melati
BMV,Phung-Duc Airport,Buon Ma Thuot
BMW,Bordj Badji Mokhtar,Tessalit
BMX,Big Mountain,
BMY,Belep Island,Wala
BMZ,Bamu,
BNA,Nashville International Airport,Nashville
BNB,Boende,Boende
BNC,Beni,
BND,Bandar Abbas International Airport,Bandar 'Abbas
BNE,Brisbane Airport,Ascot
BNF,Warm Spring Bay SPB,
BNG,Banning,Banning
BNH,Barnes,
BNI,Benin City Airport,Benin City
BNK,Ballina Byron Airport,Ballina
BNL,Barnwell Regional,Barnwell
BNM,Bodinumu,
BNN,Bronnoysund Airport Bronnoy,Bronnoysund
BNO,Burns,Burns
BNP,Bannu,Bannu
BNQ,Baganga,Aurora
BNR,Banfora,Banfora
BNS,Barinas,Barinas
BNT,Bundi,
BNU,Blumenau,Gaspar
BNV,Boana,
BNW,Boone,Boone
BNX,Banja Luka Airport,Laktasi
BNY,Bellona,
BNZ,Banz,
BOA,Boma,
BOB,Motu Mute Airport,
BOC,Bocas Del Toro,Bocas del Toro
BOD,Bordeaux Airport,Le Haillan
BOE,Boundji,
BOF,Bolling AFB,
BOG,El Dorado International Airport,Funza
BOH,Bournemouth Airport,St Leonards
BOI,Boise Air Terminal (Gowen Field),Boise
BOJ,Bourgas Airport,Sredets
BOK,Brookings State,Brookings
BOL,Ballykelly,Ballykelly
BOM,Chhatrapati Shivaji International Airport,Mumbai
BON,Flamingo International Airport,Dorp Tera Kora
BOO,Bodo Airport,Bodo
BOP,Bouar,Bouar
BOQ,Boku,
BOR,Bokeo International Airport,
BOS,Logan International Airport,Chelsea
BOT,Boset,
BOU,Bourges,Fussy
BOV,Boang,
BOW,Bartow,Bartow
BOX,Borroloola,
BOY,Borgo,Bobo-Dioulasso
BOZ,Bozoum,Bozoum
BPA,Grumman,Bethpage
BPB,Boridi,
BPC,Bamenda,Bamenda
BPD,Bapi,
BPE,Qinhuangdao Beidaihe Airport,
BPF,Batuna Aerodrome,
BPG,Barra Do Garcas,Barra do Garcas
BPH,Bislig,Bislig
BPI,Big Piney-marbleton,Marbleton
BPK,Biangabip,
BPL,Bole Airport,Dostyq
BPM,Begumpet,Quthbullapur
BPN,Sultan Aji Muhamad Sulaiman Airport,City of Balikpapan
BPS,Porto Seguro Airport,Porto Seguro
BPT,Jefferson County Airport,Nederland
BPU,Beppu,Beppu
BPX,Bangda Airport,Yanduo
BPY,Besalampy,
BQA,Baler,Dona Remedios Trinidad
BQB,Bussellton Regional Airport,Vasse
BQE,Bubaque,Bubaque
BQG,Bogorodskoye,Bogorodskoye
BQH,Biggin Hill,Biggin Hill
BQI,Bagani,Bagani
BQJ,Batagay,Batagay
BQK,Glynco Jetport,
BQL,Boulia,
BQN,Rafael Hernandez Airport,San Antonio
BQO,Bouna,Bouna
BQQ,Barra,Barra
BQS,Blagoveschensk Airport,Shangmachang
BQT,Brest Airport,Zhabinka
BQU,J. F. Mitchell,
BQV,Bartlett SPB,
BQW,Balgo Hills,
BRA,Barreiras Airport,Barreiras
BRB,Barreirinhas,Barreirinha
BRC,San Carlos de Bariloche International Airport,San Carlos de Bariloche
BRD,Crow Wing County Airport,Brainerd
BRE,Bremen Airport,Bremen
BRF,Bradford,Bradford
BRG,Municipal,Whitesburg
BRH,Brahman,
BRI,Palese Airport,San Paolo
BRJ,Bright,
BRK,Bourke,
BRL,Burlington Airport,Burlington
BRM,Barquisimeto Airport,Barquisimeto
BRN,Bern Airport,Belp
BRO,South Padre Island International Airport,South Point
BRP,Biaru,
BRQ,Turany Airport,Slapanice
BRR,North Bay Airport,
BRS,Bristol Airport,Butcombe
BRT,Bathurst Island,
BRU,Brussels Airport,Zaventem
BRV,Bremerhaven,Ihlienworth
BRW,Wiley Post-Will Rogers Memorial Airport,
BRX,Barahona,Santa Cruz de Barahona
BRY,Samuels Field,Bardstown
BRZ,Borotou,
BSA,Bossaso,Bosaso
BSB,Brasilia International Airport,Brasilia
BSC,Bahia Solano,Mutis
BSD,Baoshan Airport,Dianyang
BSE,Sematan,
BSF,Bradshaw AAF,Kailua
BSG,Bata Airport,Bata
BSH,Brighton,Brighton
BSI,Blairsville,Blairsville
BSJ,Bairnsdale,Bairnsdale
BSK,Biskra Airport,Biskra
BSL,EuroAirport Swiss,
BSM,Bishe-kola,Mahmudabad
BSN,Bossangoa,Bossangoa
BSO,Basco Airport,Basco
BSP,Bensbach,
BSQ,Bisbee Municipal Airport,Naco
BSR,Basra International Airport,Al Basrah
BSS,Balsas,Balsas
BST,Bost,Lashkar Gah
BSU,Basankusu,Bongandanga
BSV,Besakoa,Marovoay
BSW,Boswell Bay,
BSX,Bassein,Pathein
BSY,Bardera,Baardheere
BSZ,Bartletts,
BTA,Yaoundé,Bertoua
BTB,Betou,Mongoumba
BTC,Batticaloa,
BTD,Brunette Downs,
BTE,Bonthe,Pujehun
BTF,Salt Lake Skypark,Bountiful
BTG,Batangafo,Batangafo
BTH,Hang Nadim International Airport,
BTI,Barter Island Airport,
BTJ,Sultan Iskandar Muda International Airport,Montasik
BTK,Bratsk Airport,Bratsk
BTL,WK Kellogg Regional,Level Park-Oak Park
BTM,Butte Airport,Butte
BTN,Bennettsville,Bennettsville
BTO,Botopasie,
BTP,Butler County - Kenny Scholter Field,Homeacre-Lyndora
BTQ,Butare,Butare
BTR,Baton Rouge Metropolitan Airport,Brownsfield
BTS,Bratislava Airport,
BTT,Bettles,
BTU,Bintulu Airport,Bintulu
BTV,Burlington International Airport,South Burlington
BTW,Batu Licin,Sungaikupang
BTX,Betoota,
BTY,Beatty,
BTZ,Yala Betong International Airport,Betong
BUA,Buka,
BUB,Municipal,Burwell
BUC,Burketown,
BUD,Budapest Ferenc Liszt International Airport,Vecses
BUF,Buffalo Niagara International Airport,Williamsville
BUG,Gen V Deslandes,Benguela
BUI,Bokondini,
BUJ,Ain Eddis,'Ain el Melh
BUK,Albuq,An Nasirah
BUL,Bulolo,
BUM,Butler,Butler
BUN,Buenaventura,Buenaventura
BUO,Burao,Burao
BUP,Bhatinda Airport,Bhatinda
BUQ,Bulawayo Airport,Bulawayo
BUR,Bob Hope Airport,North Hollywood
BUS,Batumi Airport,Batumi
BUT,Bathpalathang Airport,Jakar
BUU,Muara Bungo Airport,Muarabungo
BUV,Bella Union,Tomas Gomensoro
BUW,Baubau Airport,
BUX,Bunia,Bunia
BUY,Bunbury,Bunbury
BUZ,Bushehr Airport,Bushehr
BVA,Beauvais-Tille Airport,Tille
BVB,Boa Vista Airport,Boa Vista
BVC,Rabil Airport,Vila de Sal Rei
BVD,Sea Port,
BVE,Laroche Airport,Brive-la-Gaillarde
BVF,Dama,
BVG,Berlevag Airport,Berlevag
BVH,Vilhena Airport,
BVI,Birdsville,
BVJ,Bovanenkovo Airport,Aksarka
BVK,Huacaraje,
BVL,Baures,
BVM,Belmonte,Belmonte
BVO,Bartlesville,Bartlesville
BVP,Bolovip,
BVR,Esperadinha,Vila Nova Sintra
BVS,Breves,Breves
BVU,Beluga,
BVV,Burevestnik AFB,
BVW,Batavia Downs,
BVX,Municipal,Batesville
BVY,Beverly Municipal Airport,Beverly
BVZ,Beverley Springs,
BWA,Bhairawa Airport,Bhairahawa
BWB,Barrow Island,
BWC,Brawley,Brawley
BWD,Brownwood,Early
BWE,Braunschweig,
BWF,Walney Island,Barrow in Furness
BWG,Warren County,Bowling Green
BWH,Butterworth,Permatang Kuching
BWI,Baltimore/Wash International Thurgood Marshall Airport,Ferndale
BWJ,Bawan,
BWK,Brac,Bol
BWL,Blackwell,Blackwell
BWM,Bowman,Bowman
BWN,Brunei International Airport,Bandar Seri Begawan
BWO,Balakovo,Balakovo
BWP,Bewani,
BWQ,Brewarrina,Brewarrina
BWS,Blaine,White Rock
BWT,Burnie Wynyard Airport,Wynyard
BWU,Sydney Bankstown,Bankstown
BWW,Las Brujas Airport,Yaguajay
BWX,Bandar Udara Internasional Banyuwangi,Kepuh Wetan
BXA,George R Carr,Varnado
BXB,Babo,
BXD,Bade,Bade
BXE,Bakel,Diawara
BXF,Belburn,
BXG,Bendigo,White Hills
BXH,Balhash,Balqash
BXI,Boundiali,Mankono
BXJ,Burundai,Energeticheskiy
BXK,Buckeye Municipal,Buckeye
BXL,Blue Lagoon,
BXM,Batom,
BXN,Imsik,Karaova
BXO,Buochs,Stans
BXP,Biala Podlaska,Biala Podlaska
BXR,Bam,Bam
BXS,Borrego Springs,Borrego Springs
BXT,Bontang,Bontang
BXU,Butuan Airport,Libertad
BXV,Breiddalsvik,
BXW,Harun Thohir Airport,Paloh
BXX,Borama International,Baki
BXY,Baikonur Krayniy Airport,Toretam
BXZ,Bunsil,
BYA,Boundary,
BYB,Dibaa,Dibba Al-Fujairah
BYC,Yacuiba,Yacuiba
BYD,Beidah,Marbat
BYF,Albert-Bray Airport,Bray-sur-Somme
BYG,Municipal,Buffalo
BYH,Arkansas International Airport,Blytheville
BYI,Rupert,Burley
BYJ,Beja International,Beja
BYK,Bouake,Bouake
BYL,Bella Yella,
BYM,C.M. de Cespedes,Bayamo
BYN,Bayankhongor,Bayanhongor
BYO,Bonito Airport,Bonito
BYP,Barimunya Airport,
BYQ,Bunyu,
BYR,Laeso Airport,Byrum
BYS,Bicycle Lake AAF,Fort Irwin
BYT,Bantry,Bantry
BYU,Bindlacher-Berg,Bindlach
BYV,Beira Lake SPB,Colombo
BYW,Blakely Island,
BYX,Baniyala,
BZA,San Pedro,
BZB,Bazaruto Island,
BZC,Buzios,Armacao de Buzios
BZD,Balranald,
BZE,Philip S.W. Goldson International Airport,
BZF,Benton Field,Redding
BZG,Bydgoszcz Airport,Bydgoszcz
BZH,Bumi Hills,Siavonga
BZI,Balikesir,Balikesir
BZJ,Bozhou Airport,Bozhou
BZK,Bryansk International Airport,Bryansk
BZL,Barisal Airport,Barisal
BZM,Bemolanga Airport,
BZN,Bozeman Yellowstone International Airport,Belgrade
BZO,Bolzano,San Giacomo
BZP,Bizant,
BZR,Beziers Vias Airport,Portiragnes
BZS,Buzzards Pt S,
BZT,Eagle Air Park,Brazoria
BZU,Buta,Buta
BZV,Maya Maya Airport,Brazzaville
BZX,Bazhong Enyang Airport,Bazhou
BZY,Beltsy Airport,Balti
BZZ,Raf Brize Norton,Carterton
CAA,Catacamas,Santa Maria del Real
CAB,Cabinda Airport,Cabinda
CAC,Cascavel Airport,Cascavel
CAD,Cadillac,Cadillac
CAE,Columbia Metropolitan Airport,
CAF,Carauari,Carauari
CAG,Cagliari Elmas Airport,Elmas
CAH,Kamau ,Ca Mau
CAI,Cairo International Airport,
CAJ,Canaima,
CAK,Akron-Canton Airport,Greensburg
CAL,Machrihanish Airport,Campbeltown
CAM,Camiri,Camiri
CAN,Guangzhou Baiyun International Airport,
CAO,Clayton,Clayton
CAP,Cap Haitien Airport,Okap
CAQ,Caucasia,Caceres
CAR,Municipal,Caribou
CAS,Anfa,Casablanca
CAT,Cascais Municipal Aerodrome,Lisbon
CAU,Caruaru,Caruaru
CAV,Cazombo,
CAW,Bartolomeu Lisandro Airport,Campos
CAX,Carlisle,Brampton
CAY,Felix Eboue Airport,Matoury
CAZ,Cobar,Cobar
CBA,Corner Bay,
CBB,J Wilsterman Airport,Cochabamba
CBC,Cherrabun,
CBD,Car Nicobar,
CBE,Greater Cumberland Regional,Wiley Ford
CBF,Municipal,Council Bluffs
CBG,Cambridge Airport,Fulbourn
CBH,Leger,Bechar
CBI,Cape Barren Island,
CBJ,Cabo Rojo,Pedernales
CBK,Municipal,Colby
CBL,Ciudad Bolivar,Ciudad Bolivar
CBM,Columbus AFB,
CBN,Penggung,Weru
CBO,Awang Airport,Awang
CBP,Coimbra,Coimbra
CBQ,Calabar Airport,Calabar
CBR,Canberra Airport,Forrest
CBS,Oro Negro,Cabimas
CBT,Catumbela Airport,Catumbela
CBU,Cottbus,
CBV,Coban,Coban
CBW,Campo Mourao,Campo Mourao
CBX,Condobolin,
CBY,Canobie,
CBZ,Cabin Creek,
CCA,Chaffee AFB,
CCB,Cable Airport,Claremont
CCC,Jardines del Rey Airport,Moron
CCD,Century City,
CCE,Grand Case,
CCF,Carcassonne Airport,Pennautier
CCG,Crane County Airport,Crane
CCH,Chile Chico,Chile Chico
CCI,Concordia,Concordia
CCJ,Calicut International Airport,Ferokh
CCK,Cocos Islands Airport,West Island
CCL,Chinchilla,
CCM,Criciuma,Criciuma
CCN,Chakcharan,Fayroz Koh
CCO,Carimagua,
CCP,Carriel Sur Airport,Concepcion
CCQ,Cachoeira,Cachoeira
CCR,Buchanan Field,Pacheco
CCS,Simon Bolivar International Airport,Catia La Mar
CCT,Colonia Catriel,Picun Leufu
CCU,Netaji Subhas Chandra Bose Airport,Dam Dam
CCV,Craig Cove,
CCW,Cowell,
CCX,Caceres,
CCY,Municipal,Charles City
CCZ,Chub Cay,
CDA,Cooinda,
CDB,Cold Bay Airport,
CDC,Cedar City Airport,Cedar City
CDD,Cauquira,
CDE,Caledonia,Corozal
CDG,Charles de Gaulle Airport,
CDH,Harrell Field,Camden
CDI,Cachoeiro Itapemirim,Cachoeiro de Itapemirim
CDJ,Conceicao Do Araguaia,
CDK,Lewis,Inglis
CDL,Candle,
CDN,Woodward Field,Camden
CDO,Cradock,Cradock
CDP,Cuddapah,Cuddapah
CDQ,Croydon,
CDR,Chadron Airport,Chadron
CDS,Childress,Meade
CDT,Castellon,Benlloch
CDU,Camden,
CDV,Mudhole Smith Airport,
CDW,Caldwell Wright,Caldwell
CDY,Cagayan De Sulu,Cagayan
CDZ,Cadiz,Cadiz
CEA,Cessna Aircraft Field,
CEB,Mactan-Cebu International Airport,Buagsong
CEC,Del Norte County Regional Airport,Crescent City
CED,Ceduna Airport,
CEE,Cherepovets Airport,Tonshalovo
CEF,Westover ARB/Metropolitan,North Chicopee
CEG,Hawarden Airport,Chester
CEH,Chelinda,Livingstonia
CEI,Chiang Rai International Airport,Chiang Rai
CEK,Chelyabinsk International Airport,Potanino
CEL,Cape Eleuthera,
CEM,Central,
CEN,Ciudad Obregon Airport,Antonio Rosales
CEO,Waco Kungo,Mambajao
CEP,Concepcion,
CEQ,Mandelieu,Mandelieu-la-Napoule
CER,Maupertus,Fermanville
CES,Cessnock,Cessnock
CET,Le Pontreau,Cholet
CEU,Oconee County,Clemson
CEV,Mettle Field,Connersville
CEW,Bob Sikes,Crestview
CEX,Chena Hot Springs,
CEY,Calloway County,Murray
CEZ,Montezuma County Airport,Cortez
CFA,Coffee Point,
CFB,Cabo Frio International Airport,Cabo Frio
CFC,Cacador,Cacador
CFD,Coulter Field,Bryan
CFE,Clermont-Ferrand Auvergne Airport,Aulnat
CFF,Cafunfo,
CFG,Jaime Gonzalez Airport,Cienfuegos
CFH,Clifton Hills,
CFI,Camfield,
CFK,Chlef International Airport,Chlef
CFM,Conklin (Leismer) Airport,
CFN,Donegal Airport,Derrybeg
CFO,Confreza,
CFP,Carpentaria Downs,
CFQ,Creston Valley Airport,Creston
CFR,Carpiquet Airport,Carpiquet
CFS,Coffs Harbour Airport,Coffs Harbour
CFT,Morenci,Clifton
CFU,Ioannis Kapodistrias Airport,Kerkyra
CFV,Municipal,Coffeyville
CGA,Craig SPB,
CGB,Marechal Rondon International Airport,Varzea Grande
CGC,Cape Gloucester,
CGD,Changde Airport,Doumuhu
CGE,Cambridge,Cambridge
CGF,Cuyahoga County,Highland Heights
CGG,Casiguran,Dinalongan
CGH,Sao Paulo/Congonhas Airport,Diadema
CGI,Cape Girardeau Airport,Scott City
CGJ,Chingola,Chingola
CGK,Soekarno-Hatta International Airport,Teluknaga
CGL,Chagual Airport,
CGM,Mambajao,San Vicente
CGN,Cologne Bonn Airport,Wahn-Heide
CGO,Zhengzhou Xinzheng Airport,
CGP,Shah Amanat International Airport,Chittagong
CGQ,Changchun Longjia International Airport,Changchun
CGR,Campo Grande International Airport,Campo Grande
CGS,College Park,
CGT,Chinguitti,Chinguetti
CGV,Caiguna,Esperance
CGX,Merrill C Meigs,
CGY,Laguindingan International Airport,Lumbia
CGZ,Municipal,Casa Grande
CHA,Chattanooga Airport,East Ridge
CHB,Chilas,Chilas
CHC,Christchurch International Airport,Prebbleton
CHD,Mucuge Airport,
CHF,Jinhae,Changwon
CHG,Chaoyang Airport,Chaoyang
CHH,Chachapoyas,Chachapoyas
CHI,Chicago FSS,
CHJ,Chipinge,Chipinge
CHK,Municipal,Chickasha
CHL,Challis,Challis
CHM,Chimbote,Buenos Aires
CHN,Jeonju,
CHO,Charlottesville Albemarle Airport,Hollymead
CHP,Circle Hot Springs,
CHQ,Chania International Airport,Mouzouras
CHR,Chateauroux,Chateauroux
CHS,Charleston International Airport,Hanahan
CHT,Karewa,Waitangi
CHU,Chuathbaluk Airport,
CHV,Chaves,Chaves
CHW,Jiuhuang,
CHX,Changuinola,Changuinola
CHY,Choiseul Bay Airport,
CHZ,State,Klamath Falls
CIA,Ciampino-G. B. Pastine International Airport,Ciampino
CIB,Ap In The Sky,
CIC,Chico Municipal Airport,Chico
CID,The Eastern Iowa Airport,Fairfax
CIE,Collie,Collie
CIF,Chifeng Airport,
CIG,Craig-Moffat,Craig
CIH,Changzhi Airport,Daxinzhuang
CII,Cildir,Choteau
CIJ,E. Beltram Airport,Brasileia
CIK,Chalkyitsik,
CIL,Melsing Creek,
CIM,Cimitarra,Puerto Parra
CIN,Carroll,Carroll
CIO,MCAL Lopez,Concepcion
CIP,Chipata,
CIQ,Chiquimula,Chiquimula
CIR,Cairo,Cairo
CIS,Canton Island,Atafu Village
CIT,Shymkent Airport,Shymkent
CIU,Chippewa County Airport,
CIV,Chomley,
CIW,Canouan Island,
CIX,Cornel Ruiz Airport,Chiclayo
CIY,Comiso Airport,Comiso
CIZ,Coari,Coari
CJA,Cajamarca Airport,Cajamarca
CJB,Coimbatore International Airport,Irugur
CJC,El Loa Airport,Calama
CJD,Candilejas,Cartagena del Chaira
CJF,Coondewanna Airport,
CJH,Chilko Lake,Hanceville
CJJ,Cheongju Airport,Cheongju-si
CJL,Chitral,Chitral
CJM,Chumphon Airport,Pathio
CJN,Gillespie Field,El Cajon
CJS,Abraham Gonzalez International Airport,Ciudad Juarez
CJT,Copalar,La Trinitaria
CJU,Jeju International Airport,
CJZ,Cajazeiras Airport,Cajazeiras
CKA,Kegelman Af,Cherokee
CKB,Benedum Airport,Bridgeport
CKC,Cherkassy,Cherkasy
CKD,Crooked Creek,
CKE,Clear Lake,Clearlake
CKG,Chongqing Jiangbei International Airport,Shuangfengqiao
CKH,Chokurdah Airport,Chokurdakh
CKI,Croker Island,
CKK,Cherokee,Salem
CKL,Chkalovsky,Bakhchivandzhi
CKM,Fletcher Field,Clarksdale
CKN,Municipal,Crookston
CKO,Cornelio Procopio,Bandeirantes
CKR,Crane Island,
CKS,Carajas Airport,
CKT,Sarakhs,Sarakhs
CKU,City,
CKV,Outlaw Field,Oak Grove
CKW,Christmas Creek Mine,Wilkie
CKX,Chicken,
CKY,Conakry Airport,Conakry
CKZ,Canakkale Airport,Canakkale
CLA,Comilla,Comilla
CLC,Metroport,
CLD,McClellan-Palomar Airport,Lake San Marcos
CLE,Cleveland Hopkins International Airport,Brook Park
CLG,Coalinga,Coalinga
CLH,Coolah,Dunedoo
CLI,Clintonville,Clinton
CLJ,Avram Iancu Cluj International Airport,Sannicoara
CLK,Municipal,Clinton
CLL,Easterwood Airport,College Station
CLM,Fairchild International,Port Angeles
CLN,Carolina,Carolina
CLO,Alfonso B. Aragon Airport,Palmira
CLP,Clarks Point,
CLQ,Colima Airport,Cuauhtemoc
CLR,Calipatria,Calipatria
CLS,Centralia,Chehalis
CLT,Charlotte Douglas International Airport,
CLU,Columbus Municipal,Columbus
CLV,Caldas Novas,Caldas Novas
CLW,Executive,Clearwater
CLX,Clorinda,Asuncion
CLY,Sainte Catherine Airport,Calvi
CLZ,Calabozo,Calabozo
CMA,Cunnamulla,
CMB,Bandaranaike International Airport,Katunayake
CMC,Camocim,Camocim
CMD,Cootamundra,Cootamundra
CME,Ciudad Del Carmen Airport,Ciudad del Carmen
CMF,Chambery,Voglans
CMG,Corumba Internacional Airport,
CMH,John Glenn Columbus International Airport,Gahanna
CMI,Willard University Airport,Savoy
CMJ,Chi Mei,
CMK,Club Makokola,Monkey Bay
CML,Camooweal,
CMM,Carmelita,
CMN,Mohamed V International Airport,Nouaseur
CMO,Obbia,Hobyo
CMP,Campo Alegre,Campo Alegre
CMQ,Clermont,
CMR,Colmar-houssen,Colmar
CMS,Scusciuban,Iskushuban
CMT,Cameta,Cameta
CMU,Chimbu,
CMV,Coromandel,
CMW,Ign Agramonte International Airport,Camaguey
CMX,Houghton County Airport,Dollar Bay
CMY,Fort Mccoy,Sparta
CMZ,Caia,Nsanje
CNA,Cananea,Cananea
CNB,Coonamble,Coonamble
CNC,Coconut Island,
CND,Kogalniceanu Airport,Mihail Kogalniceanu
CNE,Canon City,Canon City
CNF,Tancredo Neves International Airport,Lagoa Santa
CNG,Parvaud,Chateaubernard
CNH,Municipal,Claremont
CNI,Changhai,Changning
CNJ,Cloncurry Airport,
CNK,Blosser Municipal,Concordia
CNL,Sindal,Sindal
CNM,Cavern City Air Terminal,Carlsbad
CNN,Kannur International Airport,Mattanur
CNO,Chino,Chino
CNP,Neerlerit Inaat Airport,
CNQ,Camba Punta Airport,Corrientes
CNR,Chanaral,
CNS,Cairns Airport,Cairns
CNT,Charata,Charata
CNU,Martin Johnson,Chanute
CNV,Canavieiras,Canavieiras
CNW,TSTC Waco Airport,Hillsboro
CNX,Chiang Mai International Airport,Chiang Mai
CNY,Canyonlands Field,Moab
CNZ,Cangamba,Luena
COA,Columbia,Columbia
COB,Coolibah,
COC,Concordia,Salto
COD,Yellowstone Regional Airport,Cody
COE,Coeur D'Alene,Coeur d'Alene
COF,Patrick AFB,Rockledge
COG,Mandinga,Condoto
COH,Cooch Behar,Koch Bihar
COI,Merritt Island,Cocoa Beach
COJ,Coonabarabran,Coonabarabran
COK,Cochin International Airport,Angamali
COL,Isle Of Coll,
COM,Coleman,Coleman
CON,Concord,Concord
COO,Cotonou Airport,Cotonou
COP,Cooperstown - Westville Airport,Cooperstown
COQ,Choibalsan,
COR,Ingeniero Aeronautico Ambrosio L.V. Taravella International Airport,Villa Allende
COS,Colorado Springs Airport,Security-Widefield
COT,Cotulla,Cotulla
COU,Columbia Regional Airport,Ashland
COV,Cukurova International Airport,Tarsus
COW,Coquimbo,Los Andes
COY,Coolawanyah,
COZ,Constanza,Constanza
CPA,A. Tubman,Harper City
CPB,Capurgana,
CPC,Chapelco Airport,Junin de los Andes
CPD,Coober Pedy Airport,
CPE,Campeche International Airport,Campeche
CPF,Cepu,Cepu
CPG,Carmen De Patagones,
CPH,Copenhagen Airport,Dragor
CPI,Cape Orford,
CPL,Chaparral,Chaparral
CPM,Compton,West Rancho Dominguez
CPN,Cape Rodney,
CPO,Chamonate Airport,Copiapo
CPP,Coposa Airport,
CPQ,International,Campinas
CPR,Casper/Natrona County International Airport,Mills
CPS,St. Louis Downtown Airport,Cahokia
CPT,Cape Town International Airport,Lansdowne
CPU,Cururupu,Cururupu
CPV,Joao Suassuna Airport,Campina Grande
CPX,Benjamin Rivera Noriega Airport,Culebra
CQA,Canarana Airport,
CQD,Shahre-kord,Shahrekord
CQF,Calais,Marck
CQM,Ciudad Real Central,
CQP,Cape Flattery,Magnetic Island
CQS,Costa Marques,
CQT,Caquetania,
CQW,CHERAW MUNI/LYNCH BELLINGER FLD AIRPORT,
CRA,Craiova Airport,Carcea
CRB,Collarenebri,
CRC,Cartago,Cartago
CRD,General E. Mosconi International Airport,Comodoro Rivadavia
CRE,Grand Strand Airport,North Myrtle Beach
CRF,Carnot,Carnot
CRG,Craig Municipal,
CRH,Cherribah,
CRI,Crooked Island Airport,
CRJ,Coorabie,
CRK,Diosdado Macapagal International (Clark International),Santol
CRL,Charleroi Brussels South Airport,Charleroi
CRM,National Airport,Bobon
CRO,Corcoran,Corcoran
CRP,Corpus Christi International Airport,
CRQ,Caravelas,Nova Vicosa
CRR,Ceres,Hersilia
CRS,Corsicana,Corsicana
CRT,Municipal,Crossett
CRU,Carriacou Island,
CRV,Crotone,Isola di Capo Rizzuto
CRW,Yeager Airport,Charleston
CRX,Roscoe Turner,Corinth
CRY,Carlton Hill,
CRZ,Turkmenabad,Turkmenabat
CSA,Isle Of Colonsay,
CSB,Caransebes,Caransebes
CSC,Canas,
CSD,Cresswell Downs,
CSE,Crested Butte,Crested Butte
CSF,Creil,Creil
CSG,Columbus Airport,
CSH,Solovky,Rabocheostrovsk
CSI,Casino,Casino
CSJ,Cape St Jacques,Phu Quy
CSK,Cap Skirring,Oussouye
CSL,O Sullivan Army Air Field,
CSM,Sherman,Meeker
CSN,Carson City,Carson City
CSO,Cochstedt,Cochstedt
CSP,Cape Spencer C G Heliport,
CSQ,Municipal,Creston
CSR,Casuarito,
CSS,Cassilandia,Cassilandia
CST,Castaway,Lautoka
CSU,Santa Cruz Do Sul,Santa Cruz do Sul
CSV,Memorial,Crossville
CSW,Colorado do Oeste,
CSX,Changsha Huanghua Airport,
CSY,Cheboksary Airport,Cheboksary
CSZ,Brigadier Hector Ruiz,Coronel Suarez
CTA,Catania-Fontanarossa Airport,Catania
CTB,Cut Bank,Cut Bank
CTC,Catamarca Airport,San Fernando del Valle de Catamarca
CTD,Chitre,Chitre
CTE,Carti,
CTF,Coatepeque Airport,Nuevo Progreso
CTG,Rafael Nunez International Airport,Cartagena
CTH,Chestercounty Carlson,Coatesville
CTI,Cuito Cuanavale,
CTK,Canton,Canton
CTL,Charleville Airport,
CTM,Chetumal Airport,Chetumal
CTN,Cooktown Airport,
CTO,Peconic River,Bealeton
CTP,Carutapera,Carutapera
CTQ,Do Palmar,Santa Vitoria
CTR,Cattle Creek,
CTS,New Chitose Airport,Chitose
CTT,Le Castellet,Le Castellet
CTU,Chengdu Shuangliu International Airport,Dongsheng
CTV,Catoca Airport,Saurimo
CTW,Cottonwood,Cottonwood
CTX,Cortland,Cortland
CTY,Cross City,Cross City
CTZ,Sampson County,Clinton
CUA,Ciudad Constitución Airport,
CUB,Owens Field,
CUC,Camilo Daza International Airport,Cucuta
CUD,Caloundra,Dicky Beach
CUE,Mariscal Lamar International Airport,Cuenca
CUF,Levaldigi Airport,Centallo
CUG,Cudal,
CUH,Municipal,Cushing
CUI,Currillo,Mani
CUJ,Culion,Bulalacao
CUK,Caye Caulker,
CUL,Culiacan International Airport,El Diez
CUM,Cumana,Cumana
CUN,Cancun International Airport,Alfredo V. Bonfil
CUO,Caruru,
